hours,county,households,volume,site,barcode,status
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
15.33,Turkana,250,61.32,5691588,6002,1
0,Turkana,1000,0,5691612,6029,3
0,Turkana,400,0,7668311,5078,3
14.67,Turkana,500,293.4,5691849,6063,1
0,Turkana,1000,0,5691629,7173,3
0,Turkana,1000,0,5691698,6097,3
12,Turkana,1000,120,5691540,6016,1
5.33,Turkana,150,79.95,5691760,6074,1
23.33,Turkana,1000,233.3,5691928,6048,1
12,Turkana,10000,96,5691526,6013,1
22.67,Turkana,7000,204.03,10388457,7186,1
14,Turkana,1000,140,10388433,7515,1
22.67,Turkana,1600,317.38,480613,7165,1
7.33,Turkana,1000,73.3,480620,7509,1
10,Turkana,1000,100,13884664,7314,1
12.67,Turkana,1000,126.7,5691571,6008,1
15.33,Turkana,16000,1180.41,7668335,5070,1
10.67,Turkana,1000,106.7,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
16.67,Turkana,250,66.68,5691588,6002,1
0,Turkana,1000,0,5691612,6029,3
0,Turkana,400,0,7668311,5078,3
22,Turkana,500,440,5691849,6063,1
4.67,Turkana,1000,46.7,5691629,7173,1
0,Turkana,1000,0,5691698,6097,3
11.33,Turkana,1000,113.3,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
6.67,Turkana,10000,53.36,5691526,6013,1
16.67,Turkana,7000,150.03,10388457,7186,1
8.67,Turkana,1000,86.7,10388433,7515,1
22.67,Turkana,1600,317.38,480613,7165,1
8.67,Turkana,1000,86.7,480620,7509,1
10,Turkana,1000,100,13884664,7314,1
12.67,Turkana,1000,126.7,5691571,6008,1
22,Turkana,16000,1694,7668335,5070,1
12.67,Turkana,1000,126.7,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
16.67,Turkana,250,66.68,5691588,6002,1
0,Turkana,1000,0,5691612,6029,3
0,Turkana,400,0,7668311,5078,3
19.33,Turkana,500,386.6,5691849,6063,1
6,Turkana,1000,60,5691629,7173,1
2,Turkana,1000,20,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
9.33,Turkana,150,139.95,5691760,6074,1
21.33,Turkana,1000,213.3,5691928,6048,1
0.67,Turkana,10000,5.36,5691526,6013,1
8.67,Turkana,7000,78.03,10388457,7186,1
0,Turkana,1000,0,10388433,7515,3
22.67,Turkana,1600,317.38,480613,7165,1
8,Turkana,1000,80,480620,7509,1
11.33,Turkana,1000,113.3,13884664,7314,1
12.67,Turkana,1000,126.7,5691571,6008,1
18.67,Turkana,16000,1437.59,7668335,5070,1
12.67,Turkana,1000,126.7,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14.67,Turkana,250,58.68,5691588,6002,1
0,Turkana,1000,0,5691612,6029,3
0,Turkana,400,0,7668311,5078,3
21.33,Turkana,500,426.6,5691849,6063,1
4,Turkana,1000,40,5691629,7173,1
4.67,Turkana,1000,46.7,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
9.33,Turkana,150,139.95,5691760,6074,1
20.67,Turkana,1000,206.7,5691928,6048,1
0,Turkana,10000,0,5691526,6013,3
12,Turkana,7000,108,10388457,7186,1
0,Turkana,1000,0,10388433,7515,3
22.67,Turkana,1600,317.38,480613,7165,1
8.67,Turkana,1000,86.7,480620,7509,1
10,Turkana,1000,100,13884664,7314,1
12.67,Turkana,1000,126.7,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
10.67,Turkana,1000,106.7,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
17.33,Turkana,250,69.32,5691588,6002,1
0,Turkana,1000,0,5691612,6029,3
0,Turkana,400,0,7668311,5078,3
20.67,Turkana,500,413.4,5691849,6063,1
6,Turkana,1000,60,5691629,7173,1
9.33,Turkana,1000,93.3,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
22,Turkana,1000,220,5691928,6048,1
0,Turkana,10000,0,5691526,6013,3
14,Turkana,7000,126,10388457,7186,1
0,Turkana,1000,0,10388433,7515,3
21.33,Turkana,1600,298.62,480613,7165,1
8.67,Turkana,1000,86.7,480620,7509,1
11.33,Turkana,1000,113.3,13884664,7314,1
12.67,Turkana,1000,126.7,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
